Ref Des,Manufacturer,Part Number,Description,DNP,QAF,Currency,Lead Time
C125,AVX,KAM15ACG1H221JT,"CAP CE,220pF,5%,50V,C0G,0603,KAM15ACG1H221JT,AVX",,3.3. Com IseLed,EUR,
C126,AVX,KAM15ACG1H221JT,"CAP CE,220pF,5%,50V,C0G,0603,KAM15ACG1H221JT,AVX",,3.3. Com IseLed,EUR,
C129,AVX,KAM15ACG1H221JT,"CAP CE,220pF,5%,50V,C0G,0603,KAM15ACG1H221JT,AVX",,3.3. Com IseLed,EUR,
C130,AVX,KAM15ACG1H221JT,"CAP CE,220pF,5%,50V,C0G,0603,KAM15ACG1H221JT,AVX",,3.3. Com IseLed,EUR,
C131,AVX,KAM15ACG1H221JT,"CAP CE,220pF,5%,50V,C0G,0603,KAM15ACG1H221JT,AVX",,3.3. Com IseLed,EUR,
C132,AVX,KAM15ACG1H221JT,"CAP CE,220pF,5%,50V,C0G,0603,KAM15ACG1H221JT,AVX",,3.3. Com IseLed,EUR,
C133,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,3.3. Com IseLed,USD,
C135,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,3.3. Com IseLed,USD,
C136,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,3.3. Com IseLed,USD,
C156,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,3.3. Com IseLed,USD,
C157,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,3.3. Com IseLed,USD,
C160,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,3.3. Com IseLed,USD,
C161,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,3.3. Com IseLed,USD,
C162,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,3.3. Com IseLed,USD,
C163,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,3.3. Com IseLed,USD,
C396,Murata,GCM155R71H472KA37*,"CAP CE,4.7nF,10%,50V,X7R,0402,GCM155R71H472KA37*,MUR",,3.3. Com IseLed,EUR,
C398,Murata,GCM155R71H472KA37*,"CAP CE,4.7nF,10%,50V,X7R,0402,GCM155R71H472KA37*,MUR",,3.3. Com IseLed,EUR,
C399,Murata,GCM155R71H472KA37*,"CAP CE,4.7nF,10%,50V,X7R,0402,GCM155R71H472KA37*,MUR",,3.3. Com IseLed,EUR,
D4,Nexperia,PESD2IVN24-T,"DIO ESD BI,24Vrw,25.5Vbrmin,42Vcl@3.5A,17pF,30kV,2x,PESD2IVN24-T,SOT23,NXPRIA",DNP,3.3. Com IseLed,EUR,
D44,Nexperia,PESD2IVN24-T,"DIO ESD BI,24Vrw,25.5Vbrmin,42Vcl@3.5A,17pF,30kV,2x,PESD2IVN24-T,SOT23,NXPRIA",DNP,3.3. Com IseLed,EUR,
R145,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",DNP,3.3. Com IseLed,EUR,
R146,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,3.3. Com IseLed,EUR,
R149,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",DNP,3.3. Com IseLed,EUR,
R150,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,3.3. Com IseLed,EUR,
R151,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",DNP,3.3. Com IseLed,EUR,
R152,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,3.3. Com IseLed,EUR,
R187,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,3.3. Com IseLed,EUR,
R188,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,3.3. Com IseLed,EUR,
R191,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,3.3. Com IseLed,EUR,
R192,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,3.3. Com IseLed,EUR,
R193,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,3.3. Com IseLed,EUR,
R194,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,3.3. Com IseLed,EUR,
U11,Inova,INLT220Q,ILAS driver,,3.3. Com IseLed,EUR,
U13,Inova,INLT220Q,ILAS driver,,3.3. Com IseLed,EUR,
U14,Inova,INLT220Q,ILAS driver,,3.3. Com IseLed,EUR,
L32,Bourns,SRF3225TAC-101Y,"IND CMC CAN/Flex,100uH,-30/50%,0.15Arms@20C,1.5Rohm,1210,SRF3225TAC-101Y,BOURN",,3.3. Com IseLed CMC,EUR,
L59,Bourns,SRF3225TAC-101Y,"IND CMC CAN/Flex,100uH,-30/50%,0.15Arms@20C,1.5Rohm,1210,SRF3225TAC-101Y,BOURN",,3.3. Com IseLed CMC,EUR,
L68,Bourns,SRF3225TAC-101Y,"IND CMC CAN/Flex,100uH,-30/50%,0.15Arms@20C,1.5Rohm,1210,SRF3225TAC-101Y,BOURN",DNP,3.3. Com IseLed CMC,EUR,
R113,Yageo,AC0603J*-**0RL,"RES JP,0Rohm,1A,0603,AC0603J*-**0RL,YAGEO",DNP,3.3. Com IseLed CMC,EUR,
R120,Yageo,AC0603J*-**0RL,"RES JP,0Rohm,1A,0603,AC0603J*-**0RL,YAGEO",DNP,3.3. Com IseLed CMC,EUR,
R125,Yageo,AC0603J*-**0RL,"RES JP,0Rohm,1A,0603,AC0603J*-**0RL,YAGEO",DNP,3.3. Com IseLed CMC,EUR,
R126,Yageo,AC0603J*-**0RL,"RES JP,0Rohm,1A,0603,AC0603J*-**0RL,YAGEO",DNP,3.3. Com IseLed CMC,EUR,
R462,Yageo,AC0603J*-**0RL,"RES JP,0Rohm,1A,0603,AC0603J*-**0RL,YAGEO",,3.3. Com IseLed CMC,EUR,
R463,Yageo,AC0603J*-**0RL,"RES JP,0Rohm,1A,0603,AC0603J*-**0RL,YAGEO",,3.3. Com IseLed CMC,EUR,
C127,AVX,KAM15ACG1H221JT,"CAP CE,220pF,5%,50V,C0G,0603,KAM15ACG1H221JT,AVX",,3.3. Com IseLed Upgrade,EUR,
C128,AVX,KAM15ACG1H221JT,"CAP CE,220pF,5%,50V,C0G,0603,KAM15ACG1H221JT,AVX",,3.3. Com IseLed Upgrade,EUR,
C134,Samwha,CQ1608X7R104K500A*B,"CAP CE ST,100nF,10%,50V,X7R,0603,CQ1608X7R104K500A*B,SAMWH",,3.3. Com IseLed Upgrade,USD,
C158,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,3.3. Com IseLed Upgrade,USD,
C159,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,3.3. Com IseLed Upgrade,USD,
C397,Murata,GCM155R71H472KA37*,"CAP CE,4.7nF,10%,50V,X7R,0402,GCM155R71H472KA37*,MUR",,3.3. Com IseLed Upgrade,EUR,
D50,Nexperia,PESD2IVN24-T,"DIO ESD BI,24Vrw,25.5Vbrmin,42Vcl@3.5A,17pF,30kV,2x,PESD2IVN24-T,SOT23,NXPRIA",DNP,3.3. Com IseLed Upgrade,EUR,
L60,Bourns,SRF3225TAC-101Y,"IND CMC CAN/Flex,100uH,-30/50%,0.15Arms@20C,1.5Rohm,1210,SRF3225TAC-101Y,BOURN",DNP,3.3. Com IseLed Upgrade,EUR,
R147,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",DNP,3.3. Com IseLed Upgrade,EUR,
R148,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,3.3. Com IseLed Upgrade,EUR,
R189,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,3.3. Com IseLed Upgrade,EUR,
R190,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,3.3. Com IseLed Upgrade,EUR,
R305,Yageo,AC0603J*-**0RL,"RES JP,0Rohm,1A,0603,AC0603J*-**0RL,YAGEO",,3.3. Com IseLed Upgrade,EUR,
R306,Yageo,AC0603J*-**0RL,"RES JP,0Rohm,1A,0603,AC0603J*-**0RL,YAGEO",,3.3. Com IseLed Upgrade,EUR,
U12,Inova,INLT220Q,ILAS driver,,3.3. Com IseLed Upgrade,EUR,
C376,Kemet,C0603C223K1RAC3***,"CAP CE,22nF,10%,100V,X7R,0603,C0603C223K1RAC3***,KEMET",DNP,3.4. Com Ethernet 1000BT,EUR,
C379,Kemet,C0603C223K1RAC3***,"CAP CE,22nF,10%,100V,X7R,0603,C0603C223K1RAC3***,KEMET",DNP,3.4. Com Ethernet 1000BT,EUR,
C382,Murata Manufacturing Co Ltd,GCM21BR72A223KA37*,"CAP CE,22nF,15%,100V,X7R,0805,GCM21BR72A223KA37*,MUR",,3.4. Com Ethernet 1000BT,EUR,
C383,Murata Manufacturing Co Ltd,GCM21BR72A223KA37*,"CAP CE,22nF,15%,100V,X7R,0805,GCM21BR72A223KA37*,MUR",,3.4. Com Ethernet 1000BT,EUR,
C384,Murata Manufacturing Co Ltd,GCM21BR72A223KA37*,"CAP CE,22nF,15%,100V,X7R,0805,GCM21BR72A223KA37*,MUR",,3.4. Com Ethernet 1000BT,EUR,
C385,Murata Manufacturing Co Ltd,GCM21BR72A223KA37*,"CAP CE,22nF,15%,100V,X7R,0805,GCM21BR72A223KA37*,MUR",,3.4. Com Ethernet 1000BT,EUR,
C390,Kemet,C0805V223KCRAC3***,"CAP CE,22nF,10%,500V,X7R,0805,C0805V223KCRAC3***,KEMET",,3.4. Com Ethernet 1000BT,USD,
C391,Kemet,C0805V223KCRAC3***,"CAP CE,22nF,10%,500V,X7R,0805,C0805V223KCRAC3***,KEMET",,3.4. Com Ethernet 1000BT,USD,
C392,Kemet,C0805V223KCRAC3***,"CAP CE,22nF,10%,500V,X7R,0805,C0805V223KCRAC3***,KEMET",,3.4. Com Ethernet 1000BT,USD,
C393,Kemet,C0805V223KCRAC3***,"CAP CE,22nF,10%,500V,X7R,0805,C0805V223KCRAC3***,KEMET",,3.4. Com Ethernet 1000BT,USD,
D87,Nexperia,NUP1301-Q,"DIO ESD R2R,80Vrw,100Vbrmin,20Vcl@11A,0.75pF,30kV,1x,NUP1301-Q,SOT23,NXPRIA",,3.4. Com Ethernet 1000BT,EUR,
D88,Nexperia,NUP1301-Q,"DIO ESD R2R,80Vrw,100Vbrmin,20Vcl@11A,0.75pF,30kV,1x,NUP1301-Q,SOT23,NXPRIA",,3.4. Com Ethernet 1000BT,EUR,
D89,Nexperia,NUP1301-Q,"DIO ESD R2R,80Vrw,100Vbrmin,20Vcl@11A,0.75pF,30kV,1x,NUP1301-Q,SOT23,NXPRIA",,3.4. Com Ethernet 1000BT,EUR,
D90,Nexperia,NUP1301-Q,"DIO ESD R2R,80Vrw,100Vbrmin,20Vcl@11A,0.75pF,30kV,1x,NUP1301-Q,SOT23,NXPRIA",,3.4. Com Ethernet 1000BT,EUR,
L26,Bourns,SRF3225TABR-201Y,"IND CMC ETH,200uH,-10/30%,70mArms@20C,5.5Rohm,3.2x2.5x2.5mm,1210,CUSTOM,SRF3225TABR-201Y,BOURN",,3.4. Com Ethernet 1000BT,EUR,
L27,Bourns,SRF3225TABR-201Y,"IND CMC ETH,200uH,-10/30%,70mArms@20C,5.5Rohm,3.2x2.5x2.5mm,1210,CUSTOM,SRF3225TABR-201Y,BOURN",,3.4. Com Ethernet 1000BT,EUR,
R239,Yageo,AC0603F*-*W499RL,"RES TK,499Rohm,1%,100ppm/C,1/5W,0603,AC0603F*-*W499RL,YAGEO",,3.4. Com Ethernet 1000BT,EUR,
R240,Yageo,AC0603F*-*W499RL,"RES TK,499Rohm,1%,100ppm/C,1/5W,0603,AC0603F*-*W499RL,YAGEO",,3.4. Com Ethernet 1000BT,EUR,
R241,Yageo,AC0603F*-*W499RL,"RES TK,499Rohm,1%,100ppm/C,1/5W,0603,AC0603F*-*W499RL,YAGEO",,3.4. Com Ethernet 1000BT,EUR,
R242,Yageo,AC0603F*-*W499RL,"RES TK,499Rohm,1%,100ppm/C,1/5W,0603,AC0603F*-*W499RL,YAGEO",,3.4. Com Ethernet 1000BT,EUR,
C155,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,3.4. Com Ethernet Basis,USD,
C207,Samsung,CL03Y104KPS6PN*,"CAP CE,100nF,10%,10V,X7S,0201,CL03Y104KPS6PN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C208,Samsung,CL03Y104KPS6PN*,"CAP CE,100nF,10%,10V,X7S,0201,CL03Y104KPS6PN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C220,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C221,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C222,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C223,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C224,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C225,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C226,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C227,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C228,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C229,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C230,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C231,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C232,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C233,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C234,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C235,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C236,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C237,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C239,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C244,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C251,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C253,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C254,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C255,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C256,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C257,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C258,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C259,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C260,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C261,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C262,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C263,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C264,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C265,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C266,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C267,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C268,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C269,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C270,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C271,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C272,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C273,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C274,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C275,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C276,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C277,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C278,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C279,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C280,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C281,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C282,Murata,GCM155C71A105KE38*,"CAP CE,1uF,10%,10V,X7S,0402,GCM155C71A105KE38*,MUR",,3.4. Com Ethernet Basis,JPY,
C327,Murata Manufacturing Co Ltd,GCM21BR72A103KA37*,"CAP CE,10nF,15%,100V,X7R,0805,GCM21BR72A103KA37*,MUR",,3.4. Com Ethernet Basis,EUR,
C328,Murata Manufacturing Co Ltd,GCM21BR72A103KA37*,"CAP CE,10nF,15%,100V,X7R,0805,GCM21BR72A103KA37*,MUR",,3.4. Com Ethernet Basis,EUR,
C329,Murata Manufacturing Co Ltd,GCM21BR72A104KA37*,"CAP CE,100nF,15%,100V,X7R,0805,GCM21BR72A104KA37*,MUR",,3.4. Com Ethernet Basis,EUR,
C330,Murata Manufacturing Co Ltd,GCM21BR72A104KA37*,"CAP CE,100nF,15%,100V,X7R,0805,GCM21BR72A104KA37*,MUR",,3.4. Com Ethernet Basis,EUR,
C333,Murata Manufacturing Co Ltd,GCM21BR72A104KA37*,"CAP CE,100nF,15%,100V,X7R,0805,GCM21BR72A104KA37*,MUR",,3.4. Com Ethernet Basis,EUR,
C334,Murata Manufacturing Co Ltd,GCM21BR72A104KA37*,"CAP CE,100nF,15%,100V,X7R,0805,GCM21BR72A104KA37*,MUR",,3.4. Com Ethernet Basis,EUR,
C339,Murata Manufacturing Co Ltd,GCM21B7U2E472JX03*,"CAP CE,4.7nF,5%,250V,U2J,0805,GCM21B7U2E472JX03*,MUR",,3.4. Com Ethernet Basis,EUR,
C340,Murata Manufacturing Co Ltd,GCM21B7U2E472JX03*,"CAP CE,4.7nF,5%,250V,U2J,0805,GCM21B7U2E472JX03*,MUR",,3.4. Com Ethernet Basis,EUR,
C342,Murata Manufacturing Co Ltd,GCM21B7U2E472JX03*,"CAP CE,4.7nF,5%,250V,U2J,0805,GCM21B7U2E472JX03*,MUR",,3.4. Com Ethernet Basis,EUR,
C345,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C346,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C347,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C348,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C349,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C350,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C351,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C352,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C353,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C354,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C355,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C356,Samsung,CL31B226KPKVPN*,"CAP CE,22uF,10%,10V,X7R,1206,CL31B226KPKVPN*,SMSNG",,3.4. Com Ethernet Basis,EUR,
C368,Kemet,C0402C223K5RAC3***,"CAP CE,22nF,10%,50V,X7R,0402,C0402C223K5RAC3***,KEMET",,3.4. Com Ethernet Basis,USD,
C370,Murata Manufacturing Co Ltd,GCM1555C1H8R2BA16D,"CAP CE,8.2pF,+/-0.1pF,50V,C0G,0402,GCM1555C1H8R2BA16*,MUR",,3.4. Com Ethernet Basis,JPY,
C371,Murata Manufacturing Co Ltd,GCM1555C1H8R2BA16D,"CAP CE,8.2pF,+/-0.1pF,50V,C0G,0402,GCM1555C1H8R2BA16*,MUR",,3.4. Com Ethernet Basis,JPY,
C403,Murata Manufacturing Co Ltd,GCM21BR72A103KA37*,"CAP CE,10nF,15%,100V,X7R,0805,GCM21BR72A103KA37*,MUR",,3.4. Com Ethernet Basis,EUR,
C813,Murata Manufacturing Co Ltd,GCM21BR72A103KA37*,"CAP CE,10nF,15%,100V,X7R,0805,GCM21BR72A103KA37*,MUR",,3.4. Com Ethernet Basis,EUR,
C814,Murata Manufacturing Co Ltd,GCM21B7U2E472JX03*,"CAP CE,4.7nF,5%,250V,U2J,0805,GCM21B7U2E472JX03*,MUR",,3.4. Com Ethernet Basis,EUR,
D13,Nexperia,PESD2ETH1G-T,"DIO ESD BI,24Vrw,@2.3A,2pF,30kV,2x,PESD2ETH1G-T,SOT23,NXPRIA",DNP,3.4. Com Ethernet Basis,EUR,
D15,Nexperia,PESD2ETH1G-T,"DIO ESD BI,24Vrw,@2.3A,2pF,30kV,2x,PESD2ETH1G-T,SOT23,NXPRIA",DNP,3.4. Com Ethernet Basis,EUR,
