Ref Des,Manufacturer,Part Number,Description,DNP,QAF,Currency,Lead Time
R103,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2,EUR,
R104,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2,EUR,
R105,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2,EUR,
R106,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2,EUR,
R107,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2,EUR,
R153,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,2.2. MCU APP2,EUR,
R154,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",DNP,2.2. MCU APP2,EUR,
R155,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,2.2. MCU APP2,EUR,
R156,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,2.2. MCU APP2,EUR,
R198,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.2. MCU APP2,EUR,
R203,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2,EUR,
R204,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2,EUR,
R262,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2,EUR,
R302,Yageo,AC0402J*-*W47KL,"RES TK,47Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W47KL,YAGEO",,2.2. MCU APP2,EUR,
R501,Yageo,AC0402J*-*W1ML,"RES TK,1MEGohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W1ML,YAGEO",DNP,2.2. MCU APP2,EUR,
R506,Yageo,AC0402F*-*W120RL,"RES TK,120Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W120RL,YAGEO",,2.2. MCU APP2,EUR,
R3818,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,2.2. MCU APP2,EUR,
R3819,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",,2.2. MCU APP2,EUR,
U21,NXP,S32Z270ABEK0MJFR,"S32Z270ABEK0MJFR,FBGA-594,800MHz",,2.2. MCU APP2,USD,
W6,,,"Edge-Connector at PCB, no Component, just SMD-Edge-Connector-Pins",,2.2. MCU APP2,EUR,
X3,Daishinku,DSX211SH-40MHZ,"RSN CRY,40MHz,F-30/+30ppm,T-50/+50ppm,8pF,DSX211SH-40MHZ,2.0x1.6-4,CUSTOM,KDS",,2.2. MCU APP2,EUR,
C87,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 Aux,USD,
C177,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 Aux,USD,
C180,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 Aux,USD,
C181,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 Aux,USD,
C182,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 Aux,USD,
C183,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 Aux,USD,
C184,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 Aux,USD,
C185,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 Aux,USD,
C455,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,2.2. MCU APP2 Aux,JPY,
D2,Nexperia,BAT854AW-Q,"DIO SH CA,40V,200mA,2x,BAT854AW-Q,SOT323 (SC70),NXPRIA",,2.2. MCU APP2 Aux,EUR,
D11,Nexperia,BAT854AW-Q,"DIO SH CA,40V,200mA,2x,BAT854AW-Q,SOT323 (SC70),NXPRIA",,2.2. MCU APP2 Aux,EUR,
D40,Nexperia,BAT854AW-Q,"DIO SH CA,40V,200mA,2x,BAT854AW-Q,SOT323 (SC70),NXPRIA",,2.2. MCU APP2 Aux,EUR,
D41,Nexperia,BAT854AW-Q,"DIO SH CA,40V,200mA,2x,BAT854AW-Q,SOT323 (SC70),NXPRIA",,2.2. MCU APP2 Aux,EUR,
D93,Nexperia,BAT854AW-Q,"DIO SH CA,40V,200mA,2x,BAT854AW-Q,SOT323 (SC70),NXPRIA",,2.2. MCU APP2 Aux,EUR,
D95,Nexperia,BAT854AW-Q,"DIO SH CA,40V,200mA,2x,BAT854AW-Q,SOT323 (SC70),NXPRIA",,2.2. MCU APP2 Aux,EUR,
D152,Nexperia,BAT854AW-Q,"DIO SH CA,40V,200mA,2x,BAT854AW-Q,SOT323 (SC70),NXPRIA",,2.2. MCU APP2 Aux,EUR,
D153,Nexperia,BAT854AW-Q,"DIO SH CA,40V,200mA,2x,BAT854AW-Q,SOT323 (SC70),NXPRIA",,2.2. MCU APP2 Aux,EUR,
Q45,Nexperia,BSS138BK,"TR,NMOS,PROT,BSS138BK,1.6Rohm,60V,SOT23,NXPRIA",,2.2. MCU APP2 Aux,EUR,
QA2,Nexperia,PUMD9-Q,"TR DIG,NPN/PNP,PUMD9-Q,2x,10/47Kohm,100mA,50V,SOT363 (SC88),NXPRIA",,2.2. MCU APP2 Aux,EUR,
R79,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R80,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R81,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R121,Yageo,AC0603F*-**100KL,"RES TK,100Kohm,1%,100ppm/C,1/10W,0603,AC0603F*-**100KL,YAGEO",DNP,2.2. MCU APP2 Aux,EUR,
R122,Yageo,AC0603F*-**100KL,"RES TK,100Kohm,1%,100ppm/C,1/10W,0603,AC0603F*-**100KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R205,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 Aux,EUR,
R206,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 Aux,EUR,
R207,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 Aux,EUR,
R208,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 Aux,EUR,
R209,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",DNP,2.2. MCU APP2 Aux,EUR,
R348,YAGEO Corporation,AC0402F*-**47KL,"RES TK,47Kohm,1%,100ppm/C,1/16W,0402,AC0402F*-**47KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R481,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R482,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R483,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R484,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R486,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R487,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R488,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R489,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R490,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R491,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R492,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R493,YAGEO Corporation,AC0402J*-**1KL,"RES TK,1Kohm,5%,100ppm/C,1/16W,0402,AC0402J*-**1KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R510,Murata Manufacturing Co Ltd,NCU18XH103F6SRB,"NTC,10Kohm,1%,0.1W,0603,NCU18XH103F6S**,MUR",,2.2. MCU APP2 Aux,EUR,
R663,Yageo,AC0402F*-*W10KL,"RES TK,10Kohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W10KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
R1001,Yageo,AC0402J*-*W470KL,"RES TK,470Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W470KL,YAGEO",,2.2. MCU APP2 Aux,EUR,
U22,STMicroelectronics,M24C02-DRDW3*P/K,"MEM EEPROM,I2C,2Kbit,M24C02-DRDW3*P/K,TSSOP-8,ST",,2.2. MCU APP2 Aux,USD,
U24,Texas Instruments,TXB0104QRGYRQ1,Automotive 4-bit bidirectional voltage-level translator,,2.2. MCU APP2 Aux,USD,
U26,Texas Instruments,TXB0104QRGYRQ1,Automotive 4-bit bidirectional voltage-level translator,,2.2. MCU APP2 Aux,USD,
U27,Texas Instruments,TXB0104QRGYRQ1,Automotive 4-bit bidirectional voltage-level translator,,2.2. MCU APP2 Aux,USD,
C176,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 FRAM 1M,USD,
IC9,Infineon,CY15B201QSN-108SXE,F-RAM memory,,2.2. MCU APP2 FRAM 1M,USD,
R213,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 FRAM 1M,EUR,
R214,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 FRAM 1M,EUR,
R215,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 FRAM 1M,EUR,
C719,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C720,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C721,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C722,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C723,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C724,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C725,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C726,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C727,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C728,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C729,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C730,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C731,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C732,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C733,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C734,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C735,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C736,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C737,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C738,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C739,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C740,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C741,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C742,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C743,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C744,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
C745,Murata,GCM155R71C224KE02*,"CAP CE,220nF,10%,16V,X7R,0402,GCM155R71C224KE02*,MUR",,2.2. MCU APP2 LPDDR 256M,USD,
R157,Yageo,AC0402J*-**0RL,"RES JP,0Rohm,1A,0402,AC0402J*-**0RL,YAGEO",DNP,2.2. MCU APP2 LPDDR 256M,EUR,
R210,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 LPDDR 256M,EUR,
R211,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 LPDDR 256M,EUR,
R212,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 LPDDR 256M,EUR,
R216,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 LPDDR 256M,EUR,
R507,Yageo,AC0402F*-*W240RL,"RES TK,240Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W240RL,YAGEO",,2.2. MCU APP2 LPDDR 256M,EUR,
R508,Yageo,AC0402F*-*W240RL,"RES TK,240Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W240RL,YAGEO",,2.2. MCU APP2 LPDDR 256M,EUR,
U23,Infineon,S22HM576ENABHM02x,LPDDR4 Flash memory,,2.2. MCU APP2 NOR 32M,USD,
C178,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 RTC,USD,
C179,Murata,GCM155R71C104KA55J,"CAP CE,100nF,10%,16V,X7R,0402,GCM155R71C104KA55*,MUR",,2.2. MCU APP2 RTC,USD,
IC8,NXP,PCA2131,RealTimeClock IC,,2.2. MCU APP2 RTC,USD,
Q17,Nexperia,PDTC114YU-Q,"TR DIG,NPN,PDTC114YU-Q,10/47Kohm,100mA,50V,SOT323 (SC70),NXPRIA",,2.2. MCU APP2 RTC,EUR,
R217,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 RTC,EUR,
R218,YAGEO Corporation,AC0402JR-7W4K7L,"RES TK,4.7Kohm,5%,100ppm/C,1/8W,0402,AC0402J*-*W4K7L,YAGEO",,2.2. MCU APP2 RTC,EUR,
R263,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2 RTC,EUR,
R480,Yageo,AC0402F*-*W33RL,"RES TK,33Rohm,1%,100ppm/C,1/8W,0402,AC0402F*-*W33RL,YAGEO",,2.2. MCU APP2 RTC,EUR,
C85,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C86,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C90,Kemet,C0402C223K5RAC3***,"CAP CE,22nF,10%,50V,X7R,0402,C0402C223K5RAC3***,KEMET",,3.0. Basis Inputs,USD,
C93,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C105,AVX,KAE15AR72A103KT18,"CAP CE,10nF,10%,100V,X7R,0603,KAE15AR72A103KT18,AVX",,3.0. Basis Inputs,USD,
C106,AVX,KAE15AR72A103KT18,"CAP CE,10nF,10%,100V,X7R,0603,KAE15AR72A103KT18,AVX",,3.0. Basis Inputs,USD,
C1266,Samsung,CL21B225KOFVPN*,"CAP CE,2.2uF,10%,16V,X7R,0805,CL21B225KOFVPN*,SMSNG",,3.0. Basis Inputs,USD,
C1267,Kemet,C0603C105K4RAC3***,"CAP CE,1uF,10%,16V,X7R,0603,C0603C105K4RAC3***,KEMET",,3.0. Basis Inputs,EUR,
C1268,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,3.0. Basis Inputs,JPY,
C1269,Samsung,CL21B225KOFVPN*,"CAP CE,2.2uF,10%,16V,X7R,0805,CL21B225KOFVPN*,SMSNG",,3.0. Basis Inputs,USD,
C1270,Kemet,C0603C105K4RAC3***,"CAP CE,1uF,10%,16V,X7R,0603,C0603C105K4RAC3***,KEMET",,3.0. Basis Inputs,EUR,
C1271,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,3.0. Basis Inputs,JPY,
C1273,AVX,KAE15AR72A103KT18,"CAP CE,10nF,10%,100V,X7R,0603,KAE15AR72A103KT18,AVX",,3.0. Basis Inputs,USD,
C1274,AVX,KAE15AR72A103KT18,"CAP CE,10nF,10%,100V,X7R,0603,KAE15AR72A103KT18,AVX",,3.0. Basis Inputs,USD,
C1275,AVX,KAE15AR72A103KT18,"CAP CE,10nF,10%,100V,X7R,0603,KAE15AR72A103KT18,AVX",,3.0. Basis Inputs,USD,
C1285,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1286,AVX,KAE15AR72A103KT18,"CAP CE,10nF,10%,100V,X7R,0603,KAE15AR72A103KT18,AVX",,3.0. Basis Inputs,USD,
C1287,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1288,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1299,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,3.0. Basis Inputs,JPY,
C1300,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,3.0. Basis Inputs,JPY,
C1301,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,3.0. Basis Inputs,JPY,
C1302,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1303,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1304,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1305,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1306,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1307,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1308,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1309,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1310,AVX,KAE15AR72A103KT18,"CAP CE,10nF,10%,100V,X7R,0603,KAE15AR72A103KT18,AVX",,3.0. Basis Inputs,USD,
C1311,Murata,GCM188R72A223KA37*,"CAP CE,22nF,10%,100V,X7R,0603,GCM188R72A223KA37*,MUR",,3.0. Basis Inputs,EUR,
C1312,Murata,GCM155R71H103KA55*,"CAP CE,10nF,10%,50V,X7R,0402,GCM155R71H103KA55*,MUR",,3.0. Basis Inputs,JPY,
C1313,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1314,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1315,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1316,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1317,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1318,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1319,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1320,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1321,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1323,Murata,GCM155R71H222KA37D,"CAP CE,2.2nF,10%,50V,X7R,0402,GCM155R71H222KA37*,MUR",,3.0. Basis Inputs,EUR,
C1325,Samwha,CQ2012X7R105K500N*E,"CAP CE,1uF,10%,50V,X7R,0805,CQ2012X7R105K500N*E,SAMWH",,3.0. Basis Inputs,EUR,
C1326,AVX,KAE15AR72A103KT18,"CAP CE,10nF,10%,100V,X7R,0603,KAE15AR72A103KT18,AVX",,3.0. Basis Inputs,USD,
